"","Cell","Batch","Group","ExpLibSize"
"Cell3171","Cell3171","Batch1","Group1",49441.0122553673
"Cell3172","Cell3172","Batch1","Group1",72752.7408373918
"Cell3173","Cell3173","Batch1","Group1",54064.7423228142
"Cell3174","Cell3174","Batch1","Group1",70281.9542695044
"Cell3175","Cell3175","Batch1","Group2",84713.4722867264
"Cell3176","Cell3176","Batch1","Group2",59627.3813189124
"Cell3177","Cell3177","Batch1","Group1",75579.2559613668
"Cell3178","Cell3178","Batch1","Group2",68004.8589729036
"Cell3179","Cell3179","Batch1","Group2",51180.6420501898
"Cell3180","Cell3180","Batch1","Group2",66539.3979573323
"Cell3181","Cell3181","Batch1","Group1",44624.7229589201
"Cell3182","Cell3182","Batch1","Group1",90930.4726247238
"Cell3183","Cell3183","Batch1","Group1",88067.0862568977
"Cell3184","Cell3184","Batch1","Group2",58401.9095304079
"Cell3185","Cell3185","Batch1","Group1",49982.5091982924
"Cell3186","Cell3186","Batch1","Group2",43801.7828429176
"Cell3187","Cell3187","Batch1","Group2",71631.3606812902
"Cell3188","Cell3188","Batch1","Group2",59931.4313869603
"Cell3189","Cell3189","Batch1","Group1",71638.5849853282
"Cell3190","Cell3190","Batch1","Group1",64228.0282123195
"Cell3191","Cell3191","Batch1","Group1",60846.514645699
"Cell3192","Cell3192","Batch1","Group1",54607.4034578959
"Cell3193","Cell3193","Batch1","Group1",70785.1600950976
"Cell3194","Cell3194","Batch1","Group1",71170.0413100602
"Cell3195","Cell3195","Batch1","Group2",65076.255349252
"Cell3196","Cell3196","Batch1","Group2",72269.7767243087
"Cell3197","Cell3197","Batch1","Group2",51050.9250608907
"Cell3198","Cell3198","Batch1","Group1",54271.9223647031
"Cell3199","Cell3199","Batch1","Group1",46503.0334963801
"Cell3200","Cell3200","Batch1","Group1",70857.6542370389
"Cell3201","Cell3201","Batch1","Group1",54660.2267723245
"Cell3202","Cell3202","Batch1","Group1",50090.1194736846
"Cell3203","Cell3203","Batch1","Group2",60204.7016835288
"Cell3204","Cell3204","Batch1","Group1",64501.9644656675
"Cell3205","Cell3205","Batch1","Group1",86816.2803171427
"Cell3206","Cell3206","Batch1","Group2",54025.9495001466
"Cell3207","Cell3207","Batch1","Group2",62252.9874343498
"Cell3208","Cell3208","Batch1","Group2",70110.0202756711
"Cell3209","Cell3209","Batch1","Group1",61162.1219577183
"Cell3210","Cell3210","Batch1","Group1",70310.6591429512
"Cell3211","Cell3211","Batch1","Group2",57489.8555604166
"Cell3212","Cell3212","Batch1","Group1",64743.2927002203
"Cell3213","Cell3213","Batch1","Group2",57524.4297456887
"Cell3214","Cell3214","Batch1","Group1",75716.2971618999
"Cell3215","Cell3215","Batch1","Group2",62782.5549539017
"Cell3216","Cell3216","Batch1","Group1",88635.8164464562
"Cell3217","Cell3217","Batch1","Group2",61327.6766809443
"Cell3218","Cell3218","Batch1","Group2",62627.6033145481
"Cell3219","Cell3219","Batch1","Group2",68394.8439588669
"Cell3220","Cell3220","Batch1","Group1",49509.444130547
"Cell3221","Cell3221","Batch1","Group1",50355.2056075432
"Cell3222","Cell3222","Batch1","Group1",48827.313982373
"Cell3223","Cell3223","Batch1","Group2",79441.5528249486
"Cell3224","Cell3224","Batch1","Group2",45556.3587190037
"Cell3225","Cell3225","Batch1","Group1",61278.4329846719
"Cell3226","Cell3226","Batch1","Group1",71459.3451864621
"Cell3227","Cell3227","Batch1","Group2",38667.0163315118
"Cell3228","Cell3228","Batch1","Group2",64957.0541902948
"Cell3229","Cell3229","Batch1","Group1",42206.9688247355
"Cell3230","Cell3230","Batch1","Group1",53711.5664792703
"Cell3231","Cell3231","Batch1","Group1",67856.8234086217
"Cell3232","Cell3232","Batch1","Group2",42250.1479758647
"Cell3233","Cell3233","Batch1","Group1",58449.5854349077
"Cell3234","Cell3234","Batch1","Group2",77395.7597691047
"Cell3235","Cell3235","Batch1","Group2",66489.9622448192
"Cell3236","Cell3236","Batch1","Group1",54991.5742212602
"Cell3237","Cell3237","Batch1","Group2",47373.9946202437
"Cell3238","Cell3238","Batch1","Group1",54249.5278339112
"Cell3239","Cell3239","Batch1","Group1",71502.1872174274
"Cell3240","Cell3240","Batch1","Group1",54599.4616232592
"Cell3241","Cell3241","Batch1","Group1",44015.3369531436
"Cell3242","Cell3242","Batch1","Group1",65984.7985395002
"Cell3243","Cell3243","Batch1","Group1",71410.61859595
"Cell3244","Cell3244","Batch1","Group1",72824.03602354
"Cell3245","Cell3245","Batch1","Group2",48790.5724872678
"Cell3246","Cell3246","Batch1","Group2",49975.3290032994
"Cell3247","Cell3247","Batch1","Group2",84107.5024276427
"Cell3248","Cell3248","Batch1","Group1",60180.9562450215
"Cell3249","Cell3249","Batch1","Group1",64120.4818757424
"Cell3250","Cell3250","Batch1","Group2",76624.9202469108
"Cell3251","Cell3251","Batch1","Group1",53755.9117629289
"Cell3252","Cell3252","Batch1","Group2",48436.8435387247
"Cell3253","Cell3253","Batch1","Group2",76988.360259744
"Cell3254","Cell3254","Batch1","Group1",49281.2460186634
"Cell3255","Cell3255","Batch1","Group2",110507.065606366
"Cell3256","Cell3256","Batch1","Group2",58307.1340274904
"Cell3257","Cell3257","Batch1","Group1",57449.8606387595
"Cell3258","Cell3258","Batch1","Group1",78307.4327727787
"Cell3259","Cell3259","Batch1","Group1",64700.2506498701
"Cell3260","Cell3260","Batch1","Group1",66660.0045416841
"Cell3261","Cell3261","Batch1","Group1",56941.9751315234
"Cell3262","Cell3262","Batch1","Group1",50805.8775866256
"Cell3263","Cell3263","Batch1","Group2",73757.9022763807
"Cell3264","Cell3264","Batch1","Group1",63681.8396842165
"Cell3265","Cell3265","Batch1","Group1",75254.808384235
"Cell3266","Cell3266","Batch1","Group2",66941.444175221
"Cell3267","Cell3267","Batch1","Group2",48508.8576539305
"Cell3268","Cell3268","Batch1","Group2",64168.254818547
"Cell3269","Cell3269","Batch1","Group2",50504.5354324126
"Cell3270","Cell3270","Batch1","Group1",51853.5564727409
"Cell3271","Cell3271","Batch1","Group2",65068.8929915148
"Cell3272","Cell3272","Batch1","Group2",58929.7954509295
"Cell3273","Cell3273","Batch1","Group1",56363.87738227
"Cell3274","Cell3274","Batch1","Group1",62899.1200956968
"Cell3275","Cell3275","Batch1","Group1",50256.8384628602
"Cell3276","Cell3276","Batch1","Group1",54241.6177797044
"Cell3277","Cell3277","Batch1","Group2",38323.8385136616
"Cell3278","Cell3278","Batch1","Group1",53441.0962590803
"Cell3279","Cell3279","Batch1","Group1",67025.1914731817
"Cell3280","Cell3280","Batch1","Group1",63267.1145464325
"Cell3281","Cell3281","Batch1","Group1",42326.9319013378
"Cell3282","Cell3282","Batch1","Group2",42723.2519575331
"Cell3283","Cell3283","Batch1","Group2",62457.9555141845
"Cell3284","Cell3284","Batch1","Group1",51816.1711663366
"Cell3285","Cell3285","Batch1","Group1",48780.6960339374
"Cell3286","Cell3286","Batch1","Group1",65759.1734424543
"Cell3287","Cell3287","Batch1","Group1",71415.3071669603
"Cell3288","Cell3288","Batch1","Group2",61989.174707098
"Cell3289","Cell3289","Batch1","Group2",52364.2165010814
"Cell3290","Cell3290","Batch1","Group2",53345.5004652553
"Cell3291","Cell3291","Batch1","Group1",49402.479205024
"Cell3292","Cell3292","Batch1","Group2",60060.1465071791
"Cell3293","Cell3293","Batch1","Group2",54636.4800984994
"Cell3294","Cell3294","Batch1","Group1",49701.2214778412
"Cell3295","Cell3295","Batch1","Group1",60449.6839216025
"Cell3296","Cell3296","Batch1","Group2",48570.9273715324
"Cell3297","Cell3297","Batch1","Group2",94976.228205736
"Cell3298","Cell3298","Batch1","Group1",49472.5908816393
"Cell3299","Cell3299","Batch1","Group1",59891.8443822792
"Cell3300","Cell3300","Batch1","Group1",87515.2900674779
"Cell3301","Cell3301","Batch1","Group1",61743.8997045997
"Cell3302","Cell3302","Batch1","Group1",51527.5360650697
"Cell3303","Cell3303","Batch1","Group1",55784.5771459129
"Cell3304","Cell3304","Batch1","Group1",71698.7704406589
"Cell3305","Cell3305","Batch1","Group2",48523.8698796867
"Cell3306","Cell3306","Batch1","Group1",50966.8718310526
"Cell3307","Cell3307","Batch1","Group2",64248.1848614495
"Cell3308","Cell3308","Batch1","Group1",56956.2282057862
"Cell3309","Cell3309","Batch1","Group1",80626.5962173213
"Cell3310","Cell3310","Batch1","Group1",65120.999594409
"Cell3311","Cell3311","Batch1","Group1",62042.1403648964
"Cell3312","Cell3312","Batch1","Group1",69111.472230764
"Cell3313","Cell3313","Batch1","Group1",53274.195321729
"Cell3314","Cell3314","Batch1","Group1",63963.7048409474
"Cell3315","Cell3315","Batch1","Group1",74081.4476502616
"Cell3316","Cell3316","Batch1","Group1",49008.7770830781
"Cell3317","Cell3317","Batch1","Group2",70369.4948077817
"Cell3318","Cell3318","Batch1","Group2",67165.5189448983
"Cell3319","Cell3319","Batch1","Group1",60841.5702807804
"Cell3320","Cell3320","Batch1","Group1",46980.0394178101
"Cell3321","Cell3321","Batch1","Group2",44758.6119712885
"Cell3322","Cell3322","Batch1","Group1",48260.7232904548
"Cell3323","Cell3323","Batch1","Group1",60803.9356788066
"Cell3324","Cell3324","Batch1","Group2",52198.1800193755
"Cell3325","Cell3325","Batch1","Group2",56417.5415242067
"Cell3326","Cell3326","Batch1","Group1",64387.5204848488
"Cell3327","Cell3327","Batch1","Group2",51367.8491524278
"Cell3328","Cell3328","Batch1","Group1",51619.2805565595
"Cell3329","Cell3329","Batch1","Group1",51690.3571901245
"Cell3330","Cell3330","Batch1","Group2",69966.4270159508
"Cell3331","Cell3331","Batch1","Group1",60355.0104028336
"Cell3332","Cell3332","Batch1","Group2",57800.1077556131
"Cell3333","Cell3333","Batch1","Group1",64297.5170058544
"Cell3334","Cell3334","Batch1","Group2",74834.1815828471
"Cell3335","Cell3335","Batch1","Group1",49976.0170560902
"Cell3336","Cell3336","Batch1","Group1",74132.9886833722
"Cell3337","Cell3337","Batch1","Group2",80272.3174850208
"Cell3338","Cell3338","Batch1","Group2",65620.4650433949
"Cell3339","Cell3339","Batch1","Group1",48653.597125857
"Cell3340","Cell3340","Batch1","Group2",66141.3565277531
"Cell3341","Cell3341","Batch1","Group1",62719.0228174919
"Cell3342","Cell3342","Batch1","Group2",73359.6202520205
"Cell3343","Cell3343","Batch1","Group2",66111.8420489882
"Cell3344","Cell3344","Batch1","Group1",93973.6431886363
"Cell3345","Cell3345","Batch1","Group1",62209.5225992833
"Cell3346","Cell3346","Batch1","Group1",91949.1164968942
"Cell3347","Cell3347","Batch1","Group1",55158.8437040033
"Cell3348","Cell3348","Batch1","Group2",69960.8745866822
"Cell3349","Cell3349","Batch1","Group1",64781.4361864348
"Cell3350","Cell3350","Batch1","Group1",75142.1715286753
"Cell3351","Cell3351","Batch1","Group1",46063.9611278237
"Cell3352","Cell3352","Batch1","Group1",36792.0394201817
"Cell3353","Cell3353","Batch1","Group2",53166.884181371
"Cell3354","Cell3354","Batch1","Group1",58120.4012485075
"Cell3355","Cell3355","Batch1","Group1",47796.7756447123
"Cell3356","Cell3356","Batch1","Group2",66935.8190263775
"Cell3357","Cell3357","Batch1","Group2",63440.1974093808
"Cell3358","Cell3358","Batch1","Group2",63691.7092152577
"Cell3359","Cell3359","Batch1","Group1",53565.6618536362
"Cell3360","Cell3360","Batch1","Group1",58487.0210153602
"Cell3361","Cell3361","Batch1","Group1",55428.5285718973
"Cell3362","Cell3362","Batch1","Group1",45766.6208592349
"Cell3363","Cell3363","Batch1","Group1",97689.0452305322
"Cell3364","Cell3364","Batch1","Group2",51851.1453257536
"Cell3365","Cell3365","Batch1","Group2",64057.1493653667
"Cell3366","Cell3366","Batch1","Group2",71482.8641107275
"Cell3367","Cell3367","Batch1","Group1",68830.4799079372
"Cell3368","Cell3368","Batch1","Group1",94504.1424034194
"Cell3369","Cell3369","Batch1","Group1",73034.8149485227
"Cell3370","Cell3370","Batch1","Group1",40359.5101943417
"Cell3371","Cell3371","Batch1","Group1",79113.6835440059
"Cell3372","Cell3372","Batch1","Group2",61831.9669056024
"Cell3373","Cell3373","Batch1","Group1",56368.8994272592
"Cell3374","Cell3374","Batch1","Group2",50555.8212521811
"Cell3375","Cell3375","Batch1","Group2",58964.0078843551
"Cell3376","Cell3376","Batch1","Group1",40680.8801132391
"Cell3377","Cell3377","Batch1","Group2",70459.629475599
"Cell3378","Cell3378","Batch1","Group2",57882.7619134646
"Cell3379","Cell3379","Batch1","Group2",45987.4503679821
"Cell3380","Cell3380","Batch1","Group2",45550.3160112599
"Cell3381","Cell3381","Batch1","Group2",64088.8820791195
"Cell3382","Cell3382","Batch1","Group2",38198.8956184582
"Cell3383","Cell3383","Batch1","Group1",50770.0977977184
"Cell3384","Cell3384","Batch1","Group2",67824.0725967797
"Cell3385","Cell3385","Batch1","Group2",47106.1205449264
"Cell3386","Cell3386","Batch1","Group2",59075.9418224164
"Cell3387","Cell3387","Batch1","Group1",52430.2636395232
"Cell3388","Cell3388","Batch1","Group1",41792.3862350675
"Cell3389","Cell3389","Batch1","Group1",80812.7571982499
"Cell3390","Cell3390","Batch1","Group2",57352.8257995031
"Cell3391","Cell3391","Batch1","Group2",50921.4550399674
"Cell3392","Cell3392","Batch1","Group1",50226.6692827381
"Cell3393","Cell3393","Batch1","Group2",54282.6300704401
"Cell3394","Cell3394","Batch1","Group1",68588.0646654375
"Cell3395","Cell3395","Batch1","Group1",59148.7536347766
"Cell3396","Cell3396","Batch1","Group1",56142.2573286892
"Cell3397","Cell3397","Batch1","Group2",48250.1626355181
"Cell3398","Cell3398","Batch1","Group1",64541.4591795737
"Cell3399","Cell3399","Batch1","Group1",65666.7350974965
"Cell3400","Cell3400","Batch1","Group1",76592.9026974449
"Cell3401","Cell3401","Batch1","Group2",56722.6484975702
"Cell3402","Cell3402","Batch1","Group2",65675.8133215305
"Cell3403","Cell3403","Batch1","Group2",56075.746818346
"Cell3404","Cell3404","Batch1","Group2",70658.1540655264
"Cell3405","Cell3405","Batch1","Group2",46478.2086420113
"Cell3406","Cell3406","Batch1","Group1",60175.6917921679
"Cell3407","Cell3407","Batch1","Group2",47549.5064117982
"Cell3408","Cell3408","Batch1","Group1",55335.1452771984
"Cell3409","Cell3409","Batch1","Group1",54763.8575263494
"Cell3410","Cell3410","Batch1","Group1",67470.372870983
"Cell3411","Cell3411","Batch1","Group2",61703.4396417713
"Cell3412","Cell3412","Batch1","Group1",59991.9575590074
"Cell3413","Cell3413","Batch1","Group1",57853.6546620317
"Cell3414","Cell3414","Batch1","Group2",42314.2126802029
"Cell3415","Cell3415","Batch1","Group1",49062.0994864269
"Cell3416","Cell3416","Batch1","Group2",86299.6222151191
"Cell3417","Cell3417","Batch1","Group1",55486.1061640502
"Cell3418","Cell3418","Batch1","Group2",55723.4487770269
"Cell3419","Cell3419","Batch1","Group1",71514.4522621944
"Cell3420","Cell3420","Batch1","Group2",49039.0588260066
"Cell3421","Cell3421","Batch1","Group2",49698.0475548234
"Cell3422","Cell3422","Batch1","Group1",47755.3556161409
"Cell3423","Cell3423","Batch1","Group1",91676.9234406936
"Cell3424","Cell3424","Batch1","Group2",50322.0172411018
"Cell3425","Cell3425","Batch1","Group1",65201.8897786887
"Cell3426","Cell3426","Batch1","Group2",61909.2412377822
"Cell3427","Cell3427","Batch1","Group2",55479.0610739095
"Cell3428","Cell3428","Batch1","Group1",59609.2587935797
"Cell3429","Cell3429","Batch1","Group1",58966.9901499551
"Cell3430","Cell3430","Batch1","Group2",70104.0293966277
"Cell3431","Cell3431","Batch1","Group1",68184.2973811572
"Cell3432","Cell3432","Batch1","Group1",42337.5096003659
"Cell3433","Cell3433","Batch1","Group1",50742.3974631929
"Cell3434","Cell3434","Batch1","Group1",76273.4843930825
"Cell3435","Cell3435","Batch1","Group1",47889.8788121258
"Cell3436","Cell3436","Batch1","Group2",75377.2597515961
"Cell3437","Cell3437","Batch1","Group1",59544.6699164932
"Cell3438","Cell3438","Batch1","Group1",66068.1197986962
"Cell3439","Cell3439","Batch1","Group1",46263.7104687735
"Cell3440","Cell3440","Batch1","Group1",52053.652947321
"Cell3441","Cell3441","Batch1","Group1",69145.4934961684
"Cell3442","Cell3442","Batch1","Group1",69077.7491160073
"Cell3443","Cell3443","Batch1","Group1",58685.9631986864
"Cell3444","Cell3444","Batch1","Group1",82609.880583341
"Cell3445","Cell3445","Batch1","Group2",80315.7867526255
"Cell3446","Cell3446","Batch1","Group1",54916.9442728506
"Cell3447","Cell3447","Batch1","Group2",56655.4172367642
"Cell3448","Cell3448","Batch1","Group2",49347.4665139322
"Cell3449","Cell3449","Batch1","Group1",47306.5783507602
"Cell3450","Cell3450","Batch1","Group2",56359.1674553694
"Cell3451","Cell3451","Batch1","Group2",90263.9629601357
"Cell3452","Cell3452","Batch1","Group1",74146.8224208296
"Cell3453","Cell3453","Batch1","Group1",58738.9659072327
"Cell3454","Cell3454","Batch1","Group1",70429.1948979144
"Cell3455","Cell3455","Batch1","Group2",43885.8645683953
"Cell3456","Cell3456","Batch1","Group2",58578.630860728
"Cell3457","Cell3457","Batch1","Group1",33960.9243536944
"Cell3458","Cell3458","Batch1","Group2",89640.637273105
"Cell3459","Cell3459","Batch1","Group2",86167.4548446065
"Cell3460","Cell3460","Batch1","Group1",62750.9516675883
"Cell3461","Cell3461","Batch1","Group1",51726.3184098507
"Cell3462","Cell3462","Batch1","Group2",82069.3300966476
"Cell3463","Cell3463","Batch1","Group1",79841.478870368
"Cell3464","Cell3464","Batch1","Group2",43406.606440261
"Cell3465","Cell3465","Batch1","Group1",73632.9895226864
"Cell3466","Cell3466","Batch1","Group2",49412.2045176718
"Cell3467","Cell3467","Batch1","Group2",61776.2283960578
"Cell3468","Cell3468","Batch1","Group2",64824.2073962245
"Cell3469","Cell3469","Batch1","Group2",41013.1475593832
"Cell3470","Cell3470","Batch1","Group1",51919.218947599
"Cell3471","Cell3471","Batch1","Group1",55307.2281646518
"Cell3472","Cell3472","Batch1","Group2",75410.8449657957
"Cell3473","Cell3473","Batch1","Group2",55205.4887635296
"Cell3474","Cell3474","Batch1","Group2",48800.9097349673
"Cell3475","Cell3475","Batch1","Group1",39872.260591675
"Cell3476","Cell3476","Batch1","Group2",73477.9713359242
"Cell3477","Cell3477","Batch1","Group1",54799.5758769848
"Cell3478","Cell3478","Batch1","Group2",74714.8077575814
"Cell3479","Cell3479","Batch1","Group1",59054.8200233235
"Cell3480","Cell3480","Batch1","Group2",54486.0058011356
"Cell3481","Cell3481","Batch1","Group1",72583.0949484472
"Cell3482","Cell3482","Batch1","Group2",60280.5384615207
"Cell3483","Cell3483","Batch1","Group2",40209.5366193622
"Cell3484","Cell3484","Batch1","Group2",55590.0876227722
"Cell3485","Cell3485","Batch1","Group2",72467.0570955781
"Cell3486","Cell3486","Batch1","Group2",53511.5621793814
"Cell3487","Cell3487","Batch1","Group2",59963.2391417578
"Cell3488","Cell3488","Batch1","Group2",64251.2835514094
"Cell3489","Cell3489","Batch1","Group1",76760.9036121997
"Cell3490","Cell3490","Batch1","Group1",56839.0322680338
"Cell3491","Cell3491","Batch1","Group1",54639.1925639835
"Cell3492","Cell3492","Batch1","Group1",50765.370738057
"Cell3493","Cell3493","Batch1","Group1",78439.6487643614
"Cell3494","Cell3494","Batch1","Group1",59326.2544171504
"Cell3495","Cell3495","Batch1","Group1",62852.3329892196
"Cell3496","Cell3496","Batch1","Group1",56454.9513716168
"Cell3497","Cell3497","Batch1","Group2",57565.4157219816
"Cell3498","Cell3498","Batch1","Group2",38730.6714779754
"Cell3499","Cell3499","Batch1","Group2",51257.1363193413
"Cell3500","Cell3500","Batch1","Group2",67005.3938099192
"Cell3501","Cell3501","Batch1","Group1",59935.9895334768
"Cell3502","Cell3502","Batch1","Group2",74050.0844305104
"Cell3503","Cell3503","Batch1","Group1",57326.2789920393
"Cell3504","Cell3504","Batch1","Group1",49428.9323093678
"Cell3505","Cell3505","Batch1","Group1",52627.8466367946
"Cell3506","Cell3506","Batch1","Group2",59700.8650716187
"Cell3507","Cell3507","Batch1","Group2",59096.4861933712
"Cell3508","Cell3508","Batch1","Group2",72284.3480026282
"Cell3509","Cell3509","Batch1","Group1",76062.7260855565
"Cell3510","Cell3510","Batch1","Group1",41785.6735914665
"Cell3511","Cell3511","Batch1","Group2",60247.5890253494
"Cell3512","Cell3512","Batch1","Group1",40446.2428484237
"Cell3513","Cell3513","Batch1","Group2",59284.4256313979
"Cell3514","Cell3514","Batch1","Group1",57085.5262049823
"Cell3515","Cell3515","Batch1","Group1",55654.2423962126
"Cell3516","Cell3516","Batch1","Group1",76437.1853645036
"Cell3517","Cell3517","Batch1","Group1",58537.3192151569
"Cell3518","Cell3518","Batch1","Group1",81551.5233738956
"Cell3519","Cell3519","Batch1","Group2",56206.2690959649
"Cell3520","Cell3520","Batch1","Group1",61773.1784078827
"Cell3521","Cell3521","Batch1","Group2",52676.8946546081
"Cell3522","Cell3522","Batch1","Group2",54830.8611260013
"Cell3523","Cell3523","Batch1","Group1",59908.4194116573
"Cell3524","Cell3524","Batch1","Group1",58065.2397827704
"Cell3525","Cell3525","Batch1","Group1",48405.9326870877
"Cell3526","Cell3526","Batch1","Group1",75797.8122955822
"Cell3527","Cell3527","Batch1","Group1",72639.6345125225
"Cell3528","Cell3528","Batch1","Group2",62170.2700065232
"Cell3529","Cell3529","Batch1","Group2",69959.1136153757
"Cell3530","Cell3530","Batch1","Group2",63009.2588184403
"Cell3531","Cell3531","Batch1","Group1",79500.1172382588
"Cell3532","Cell3532","Batch1","Group1",62280.2068006326
"Cell3533","Cell3533","Batch1","Group2",68350.6004208448
"Cell3534","Cell3534","Batch1","Group1",45892.1984980219
"Cell3535","Cell3535","Batch1","Group2",61951.3980765147
"Cell3536","Cell3536","Batch1","Group2",79825.6497577282
"Cell3537","Cell3537","Batch1","Group1",47462.5814150374
"Cell3538","Cell3538","Batch1","Group1",68970.1393478923
"Cell3539","Cell3539","Batch1","Group2",52620.8494087277
"Cell3540","Cell3540","Batch1","Group1",51378.8617784079
"Cell3541","Cell3541","Batch1","Group1",67878.1427683204
"Cell3542","Cell3542","Batch1","Group1",58929.2356330811
"Cell3543","Cell3543","Batch1","Group2",99356.766323488
"Cell3544","Cell3544","Batch1","Group2",46994.5883120375
"Cell3545","Cell3545","Batch1","Group1",44306.9323322123
"Cell3546","Cell3546","Batch1","Group2",55068.1874657673
"Cell3547","Cell3547","Batch1","Group2",76948.6999591416
"Cell3548","Cell3548","Batch1","Group2",64153.1879939052
"Cell3549","Cell3549","Batch1","Group2",57207.7338640735
"Cell3550","Cell3550","Batch1","Group2",74795.5044616809
"Cell3551","Cell3551","Batch1","Group2",35584.0988702203
"Cell3552","Cell3552","Batch1","Group2",62244.344337744
"Cell3553","Cell3553","Batch1","Group2",85368.69522544
"Cell3554","Cell3554","Batch1","Group1",97099.5200391286
"Cell3555","Cell3555","Batch1","Group1",55728.5540594485
"Cell3556","Cell3556","Batch1","Group2",63420.905186413
"Cell3557","Cell3557","Batch1","Group2",59548.7422366768
"Cell3558","Cell3558","Batch1","Group1",68414.5467770142
"Cell3559","Cell3559","Batch1","Group1",55478.4225650204
"Cell3560","Cell3560","Batch1","Group2",45219.1049067385
"Cell3561","Cell3561","Batch1","Group1",81660.8032943941
"Cell3562","Cell3562","Batch1","Group1",56823.6946483321
"Cell3563","Cell3563","Batch1","Group1",61922.137657503
"Cell3564","Cell3564","Batch1","Group1",59164.7497338744
"Cell3565","Cell3565","Batch1","Group2",65040.9813309633
"Cell3566","Cell3566","Batch1","Group2",48538.6145568017
"Cell3567","Cell3567","Batch1","Group1",67050.9169260228
"Cell3568","Cell3568","Batch1","Group2",56801.1363953973
"Cell3569","Cell3569","Batch1","Group2",72655.5190136729
"Cell3570","Cell3570","Batch1","Group2",47773.7178195207
"Cell3571","Cell3571","Batch1","Group2",84806.1176552374
"Cell3572","Cell3572","Batch1","Group2",68875.2984686689
"Cell3573","Cell3573","Batch1","Group1",44594.6973915853
"Cell3574","Cell3574","Batch1","Group2",49398.4922532546
"Cell3575","Cell3575","Batch1","Group2",45464.8697434876
"Cell3576","Cell3576","Batch1","Group2",54076.9515570173
"Cell3577","Cell3577","Batch1","Group2",41955.958852496
"Cell3578","Cell3578","Batch1","Group2",49772.6407914957
"Cell3579","Cell3579","Batch1","Group1",53602.333884928
"Cell3580","Cell3580","Batch1","Group2",65668.5865342168
"Cell3581","Cell3581","Batch1","Group1",47265.760556075
"Cell3582","Cell3582","Batch1","Group1",80015.8935257698
"Cell3583","Cell3583","Batch1","Group1",84611.8621601925
"Cell3584","Cell3584","Batch1","Group1",57925.6446580622
"Cell3585","Cell3585","Batch1","Group2",60039.1037183403
"Cell3586","Cell3586","Batch1","Group1",51289.1788418307
"Cell3587","Cell3587","Batch1","Group2",81723.058964795
"Cell3588","Cell3588","Batch1","Group1",51067.5003047853
"Cell3589","Cell3589","Batch1","Group1",52703.5106327336
"Cell3590","Cell3590","Batch1","Group2",56058.0923206832
"Cell3591","Cell3591","Batch1","Group1",115025.073038062
"Cell3592","Cell3592","Batch1","Group1",56299.5745941833
"Cell3593","Cell3593","Batch1","Group2",55310.1911438278
"Cell3594","Cell3594","Batch1","Group2",72396.1967864835
"Cell3595","Cell3595","Batch1","Group1",51139.7861765683
"Cell3596","Cell3596","Batch1","Group2",47603.4532717783
"Cell3597","Cell3597","Batch1","Group2",60381.2865429942
"Cell3598","Cell3598","Batch1","Group1",52260.0942807027
"Cell3599","Cell3599","Batch1","Group1",55008.5692442859
"Cell3600","Cell3600","Batch1","Group1",78883.1137570778
"Cell3601","Cell3601","Batch1","Group2",53666.3543704237
"Cell3602","Cell3602","Batch1","Group1",46636.1193663993
"Cell3603","Cell3603","Batch1","Group2",56727.9288635921
"Cell3604","Cell3604","Batch1","Group1",57735.1997535087
"Cell3605","Cell3605","Batch1","Group1",88921.2690115883
"Cell3606","Cell3606","Batch1","Group1",66994.9932084831
"Cell3607","Cell3607","Batch1","Group1",61675.2803763636
"Cell3608","Cell3608","Batch1","Group2",51981.0023803915
"Cell3609","Cell3609","Batch1","Group1",53661.7529812668
"Cell3610","Cell3610","Batch1","Group2",57924.2206465899
"Cell3611","Cell3611","Batch1","Group1",57344.4361487819
"Cell3612","Cell3612","Batch1","Group2",103180.123847706
"Cell3613","Cell3613","Batch1","Group2",71333.8446198645
"Cell3614","Cell3614","Batch1","Group2",59684.2074396616
"Cell3615","Cell3615","Batch1","Group1",48152.8052798122
"Cell3616","Cell3616","Batch1","Group2",54524.1892115153
"Cell3617","Cell3617","Batch1","Group1",46732.6219466507
"Cell3618","Cell3618","Batch1","Group2",56561.70637614
"Cell3619","Cell3619","Batch1","Group2",56489.4520859059
"Cell3620","Cell3620","Batch1","Group1",64744.9127679158
"Cell3621","Cell3621","Batch1","Group1",68388.6050749495
"Cell3622","Cell3622","Batch1","Group2",69673.8209841065
"Cell3623","Cell3623","Batch1","Group2",72887.8857601731
"Cell3624","Cell3624","Batch1","Group2",45142.2165972566
"Cell3625","Cell3625","Batch1","Group2",54133.6442274966
"Cell3626","Cell3626","Batch1","Group2",66314.6710544038
"Cell3627","Cell3627","Batch1","Group1",68509.2164288121
"Cell3628","Cell3628","Batch1","Group2",47402.5641180125
"Cell3629","Cell3629","Batch1","Group1",49053.3363869337
"Cell3630","Cell3630","Batch1","Group2",74068.1861641707
"Cell3631","Cell3631","Batch1","Group1",54890.0770899736
"Cell3632","Cell3632","Batch1","Group2",45711.9044282953
"Cell3633","Cell3633","Batch1","Group1",60362.4717822214
"Cell3634","Cell3634","Batch1","Group1",46612.8882229802
"Cell3635","Cell3635","Batch1","Group2",70242.0824955027
"Cell3636","Cell3636","Batch1","Group2",59017.3302199715
"Cell3637","Cell3637","Batch1","Group1",55007.9198538558
