"","Cell","Batch","Group","ExpLibSize"
"Cell3310","Cell3310","Batch1","Group1",54174.0516570001
"Cell3311","Cell3311","Batch1","Group2",37469.2386534965
"Cell3312","Cell3312","Batch1","Group1",55693.9109969548
"Cell3313","Cell3313","Batch1","Group2",51424.0963473619
"Cell3314","Cell3314","Batch1","Group2",68854.4885638805
"Cell3315","Cell3315","Batch1","Group1",37368.5849473795
"Cell3316","Cell3316","Batch1","Group1",47316.862052938
"Cell3317","Cell3317","Batch1","Group2",47060.9888274716
"Cell3318","Cell3318","Batch1","Group1",77464.055720683
"Cell3319","Cell3319","Batch1","Group1",58308.9249156492
"Cell3320","Cell3320","Batch1","Group2",69503.8349616281
"Cell3321","Cell3321","Batch1","Group2",39650.1179408645
"Cell3322","Cell3322","Batch1","Group2",41080.5803673967
"Cell3323","Cell3323","Batch1","Group1",60407.8351784547
"Cell3324","Cell3324","Batch1","Group2",48954.498254984
"Cell3325","Cell3325","Batch1","Group1",41747.4355458509
"Cell3326","Cell3326","Batch1","Group1",67365.7309621471
"Cell3327","Cell3327","Batch1","Group1",81025.8755093943
"Cell3328","Cell3328","Batch1","Group2",53851.7294543567
"Cell3329","Cell3329","Batch1","Group1",72158.8976844679
"Cell3330","Cell3330","Batch1","Group1",68807.3110489783
"Cell3331","Cell3331","Batch1","Group1",97411.6876513374
"Cell3332","Cell3332","Batch1","Group1",51559.7361797421
"Cell3333","Cell3333","Batch1","Group2",63276.8699726946
"Cell3334","Cell3334","Batch1","Group2",93525.1957375794
"Cell3335","Cell3335","Batch1","Group1",81268.4868030478
"Cell3336","Cell3336","Batch1","Group2",53395.9356221523
"Cell3337","Cell3337","Batch1","Group1",77047.4453055904
"Cell3338","Cell3338","Batch1","Group1",62720.7532337179
"Cell3339","Cell3339","Batch1","Group1",69181.7980269643
"Cell3340","Cell3340","Batch1","Group2",52697.7029272362
"Cell3341","Cell3341","Batch1","Group1",42580.3871080599
"Cell3342","Cell3342","Batch1","Group2",39514.3812514018
"Cell3343","Cell3343","Batch1","Group2",53295.4623119073
"Cell3344","Cell3344","Batch1","Group1",54432.1908790264
"Cell3345","Cell3345","Batch1","Group2",48806.4027533836
"Cell3346","Cell3346","Batch1","Group2",45724.6207293118
"Cell3347","Cell3347","Batch1","Group1",68041.5790695596
"Cell3348","Cell3348","Batch1","Group1",51667.1732817125
"Cell3349","Cell3349","Batch1","Group1",67642.1543080953
"Cell3350","Cell3350","Batch1","Group1",63611.1148333547
"Cell3351","Cell3351","Batch1","Group1",79095.0645297958
"Cell3352","Cell3352","Batch1","Group1",48037.908985573
"Cell3353","Cell3353","Batch1","Group1",45958.4893918831
"Cell3354","Cell3354","Batch1","Group1",90994.3547641087
"Cell3355","Cell3355","Batch1","Group1",53487.248050942
"Cell3356","Cell3356","Batch1","Group2",68967.7826039384
"Cell3357","Cell3357","Batch1","Group1",60011.5925690819
"Cell3358","Cell3358","Batch1","Group1",59470.5912127392
"Cell3359","Cell3359","Batch1","Group1",86739.5133227588
"Cell3360","Cell3360","Batch1","Group1",48767.2880648407
"Cell3361","Cell3361","Batch1","Group1",55174.8723412395
"Cell3362","Cell3362","Batch1","Group2",42743.346491712
"Cell3363","Cell3363","Batch1","Group1",63635.8531514052
"Cell3364","Cell3364","Batch1","Group1",67537.3451787274
"Cell3365","Cell3365","Batch1","Group2",53450.0080468491
"Cell3366","Cell3366","Batch1","Group1",80069.9645593684
"Cell3367","Cell3367","Batch1","Group2",68063.013371732
"Cell3368","Cell3368","Batch1","Group1",57743.4899011662
"Cell3369","Cell3369","Batch1","Group1",49438.8239801393
"Cell3370","Cell3370","Batch1","Group1",71947.5646057243
"Cell3371","Cell3371","Batch1","Group1",61808.1504019387
"Cell3372","Cell3372","Batch1","Group2",76051.1948584719
"Cell3373","Cell3373","Batch1","Group2",59699.9214749814
"Cell3374","Cell3374","Batch1","Group1",51111.5940275938
"Cell3375","Cell3375","Batch1","Group2",63859.7492099926
"Cell3376","Cell3376","Batch1","Group2",65057.1133853263
"Cell3377","Cell3377","Batch1","Group1",55455.0895508434
"Cell3378","Cell3378","Batch1","Group1",58876.7412433029
"Cell3379","Cell3379","Batch1","Group2",65096.2613308669
"Cell3380","Cell3380","Batch1","Group2",51768.5323067961
"Cell3381","Cell3381","Batch1","Group1",79425.0071844511
"Cell3382","Cell3382","Batch1","Group1",50072.9273764446
"Cell3383","Cell3383","Batch1","Group2",59746.5039547277
"Cell3384","Cell3384","Batch1","Group1",52487.1899163697
"Cell3385","Cell3385","Batch1","Group2",89007.2416145245
"Cell3386","Cell3386","Batch1","Group1",61131.1557873015
"Cell3387","Cell3387","Batch1","Group1",54916.021801794
"Cell3388","Cell3388","Batch1","Group1",51731.0600425451
"Cell3389","Cell3389","Batch1","Group2",57852.9386188337
"Cell3390","Cell3390","Batch1","Group2",64346.2312089688
"Cell3391","Cell3391","Batch1","Group2",70500.5109153991
"Cell3392","Cell3392","Batch1","Group2",50024.4684713975
"Cell3393","Cell3393","Batch1","Group1",51443.8361932273
"Cell3394","Cell3394","Batch1","Group1",43806.6387633016
"Cell3395","Cell3395","Batch1","Group2",70856.2873172895
"Cell3396","Cell3396","Batch1","Group2",61697.8793296467
"Cell3397","Cell3397","Batch1","Group2",46453.8940220688
"Cell3398","Cell3398","Batch1","Group1",60379.0241134505
"Cell3399","Cell3399","Batch1","Group1",66575.0622789705
"Cell3400","Cell3400","Batch1","Group1",65806.3363889044
"Cell3401","Cell3401","Batch1","Group2",52727.2979445132
"Cell3402","Cell3402","Batch1","Group2",66837.0527956606
"Cell3403","Cell3403","Batch1","Group1",50269.3695993842
"Cell3404","Cell3404","Batch1","Group1",58681.5906967388
"Cell3405","Cell3405","Batch1","Group1",65172.0104998365
"Cell3406","Cell3406","Batch1","Group1",54468.6860750674
"Cell3407","Cell3407","Batch1","Group2",80334.7515600385
"Cell3408","Cell3408","Batch1","Group2",66359.9379443636
"Cell3409","Cell3409","Batch1","Group2",59406.7857971709
"Cell3410","Cell3410","Batch1","Group2",55281.4449733811
"Cell3411","Cell3411","Batch1","Group1",53433.5643746682
"Cell3412","Cell3412","Batch1","Group1",40100.310205771
"Cell3413","Cell3413","Batch1","Group2",81509.3338263604
"Cell3414","Cell3414","Batch1","Group2",82729.9022443783
"Cell3415","Cell3415","Batch1","Group1",61264.526825631
"Cell3416","Cell3416","Batch1","Group1",54458.2299340199
"Cell3417","Cell3417","Batch1","Group2",64034.9423261789
"Cell3418","Cell3418","Batch1","Group1",76913.0098497497
"Cell3419","Cell3419","Batch1","Group1",58843.3424296869
"Cell3420","Cell3420","Batch1","Group1",45899.2847091758
"Cell3421","Cell3421","Batch1","Group1",63342.9847960536
"Cell3422","Cell3422","Batch1","Group1",66722.7905564699
"Cell3423","Cell3423","Batch1","Group1",62989.8096367469
"Cell3424","Cell3424","Batch1","Group2",87665.587344356
"Cell3425","Cell3425","Batch1","Group2",67881.0056724151
"Cell3426","Cell3426","Batch1","Group2",48419.2874596751
"Cell3427","Cell3427","Batch1","Group1",75293.4654386998
"Cell3428","Cell3428","Batch1","Group2",53213.3222559421
"Cell3429","Cell3429","Batch1","Group1",72219.5168801891
"Cell3430","Cell3430","Batch1","Group2",55893.8150049836
"Cell3431","Cell3431","Batch1","Group2",43364.8210140602
"Cell3432","Cell3432","Batch1","Group1",62200.4445241227
"Cell3433","Cell3433","Batch1","Group1",51662.1657388666
"Cell3434","Cell3434","Batch1","Group2",48205.8433094631
"Cell3435","Cell3435","Batch1","Group2",63785.8858599156
"Cell3436","Cell3436","Batch1","Group2",54535.9162940326
"Cell3437","Cell3437","Batch1","Group1",66861.1480900462
"Cell3438","Cell3438","Batch1","Group2",77659.9536005911
"Cell3439","Cell3439","Batch1","Group1",78162.6165563119
"Cell3440","Cell3440","Batch1","Group2",46142.4945182999
"Cell3441","Cell3441","Batch1","Group2",52508.9677400962
"Cell3442","Cell3442","Batch1","Group1",98778.4963841507
"Cell3443","Cell3443","Batch1","Group2",60797.3726821224
"Cell3444","Cell3444","Batch1","Group2",53195.2139689298
"Cell3445","Cell3445","Batch1","Group1",52100.205536698
"Cell3446","Cell3446","Batch1","Group1",67080.7348775709
"Cell3447","Cell3447","Batch1","Group2",66658.1994269759
"Cell3448","Cell3448","Batch1","Group1",53078.0526839674
"Cell3449","Cell3449","Batch1","Group1",57340.4230439511
"Cell3450","Cell3450","Batch1","Group1",55607.5793242663
"Cell3451","Cell3451","Batch1","Group2",56232.523211836
"Cell3452","Cell3452","Batch1","Group2",74668.5042514435
"Cell3453","Cell3453","Batch1","Group1",45801.7760021403
"Cell3454","Cell3454","Batch1","Group2",45912.9049341959
"Cell3455","Cell3455","Batch1","Group2",46752.5151086538
"Cell3456","Cell3456","Batch1","Group2",63628.8217553313
"Cell3457","Cell3457","Batch1","Group1",65900.404255706
"Cell3458","Cell3458","Batch1","Group1",44524.4481227472
"Cell3459","Cell3459","Batch1","Group2",61480.8875134106
"Cell3460","Cell3460","Batch1","Group1",59939.4748796883
"Cell3461","Cell3461","Batch1","Group2",65417.1272482163
"Cell3462","Cell3462","Batch1","Group2",58870.4303912881
"Cell3463","Cell3463","Batch1","Group2",57695.0377311225
"Cell3464","Cell3464","Batch1","Group2",59001.1371312376
"Cell3465","Cell3465","Batch1","Group2",60363.2614586013
"Cell3466","Cell3466","Batch1","Group1",45359.56073489
"Cell3467","Cell3467","Batch1","Group2",57114.9677600401
"Cell3468","Cell3468","Batch1","Group1",42344.3612095161
"Cell3469","Cell3469","Batch1","Group1",63760.1137877947
"Cell3470","Cell3470","Batch1","Group2",63434.9282921798
"Cell3471","Cell3471","Batch1","Group2",69758.6105521028
"Cell3472","Cell3472","Batch1","Group2",67176.7476828867
"Cell3473","Cell3473","Batch1","Group1",56200.4547938808
"Cell3474","Cell3474","Batch1","Group1",71910.8122591073
"Cell3475","Cell3475","Batch1","Group2",62312.5182518089
"Cell3476","Cell3476","Batch1","Group2",48424.8086481066
"Cell3477","Cell3477","Batch1","Group2",51662.2460727273
"Cell3478","Cell3478","Batch1","Group2",71175.1317912959
"Cell3479","Cell3479","Batch1","Group1",72670.2341093032
"Cell3480","Cell3480","Batch1","Group2",46565.0520954058
"Cell3481","Cell3481","Batch1","Group1",65318.4224935269
"Cell3482","Cell3482","Batch1","Group2",80400.9392253677
"Cell3483","Cell3483","Batch1","Group1",47200.0202424283
"Cell3484","Cell3484","Batch1","Group1",63979.5435962604
"Cell3485","Cell3485","Batch1","Group2",48501.4082588299
"Cell3486","Cell3486","Batch1","Group2",64136.0854385148
"Cell3487","Cell3487","Batch1","Group2",61981.2115618388
"Cell3488","Cell3488","Batch1","Group2",64389.7228942437
"Cell3489","Cell3489","Batch1","Group2",62994.9311601364
"Cell3490","Cell3490","Batch1","Group2",60084.2612112061
"Cell3491","Cell3491","Batch1","Group2",68233.3971101034
"Cell3492","Cell3492","Batch1","Group1",45863.6004459442
"Cell3493","Cell3493","Batch1","Group1",55174.0095249722
"Cell3494","Cell3494","Batch1","Group1",72969.2230313598
"Cell3495","Cell3495","Batch1","Group2",70259.2757231604
"Cell3496","Cell3496","Batch1","Group1",60118.1603848323
"Cell3497","Cell3497","Batch1","Group2",43915.3145882966
"Cell3498","Cell3498","Batch1","Group1",69271.256220906
"Cell3499","Cell3499","Batch1","Group1",71003.7669495052
"Cell3500","Cell3500","Batch1","Group1",57892.4251337987
"Cell3501","Cell3501","Batch1","Group1",57952.110365252
"Cell3502","Cell3502","Batch1","Group1",62092.6607628822
"Cell3503","Cell3503","Batch1","Group1",55186.6925854256
"Cell3504","Cell3504","Batch1","Group1",47005.2167964888
"Cell3505","Cell3505","Batch1","Group1",50746.8593727217
"Cell3506","Cell3506","Batch1","Group2",50422.1131071002
"Cell3507","Cell3507","Batch1","Group1",38123.2119140135
"Cell3508","Cell3508","Batch1","Group1",94951.3513453528
"Cell3509","Cell3509","Batch1","Group2",55952.497557266
"Cell3510","Cell3510","Batch1","Group1",64007.2729261412
"Cell3511","Cell3511","Batch1","Group2",53989.5471209579
"Cell3512","Cell3512","Batch1","Group1",71019.4037735856
"Cell3513","Cell3513","Batch1","Group1",47142.4559045911
"Cell3514","Cell3514","Batch1","Group2",61965.0119353436
"Cell3515","Cell3515","Batch1","Group1",36765.0458140918
"Cell3516","Cell3516","Batch1","Group1",47182.7861948875
"Cell3517","Cell3517","Batch1","Group2",55577.1352754734
"Cell3518","Cell3518","Batch1","Group2",42651.4309121648
"Cell3519","Cell3519","Batch1","Group1",48206.30309658
"Cell3520","Cell3520","Batch1","Group2",49170.8548840676
"Cell3521","Cell3521","Batch1","Group2",65180.1807595873
"Cell3522","Cell3522","Batch1","Group2",84073.9469193909
"Cell3523","Cell3523","Batch1","Group1",72223.7499259003
"Cell3524","Cell3524","Batch1","Group1",44823.9462612786
"Cell3525","Cell3525","Batch1","Group1",42411.36156569
"Cell3526","Cell3526","Batch1","Group1",41465.4765524551
"Cell3527","Cell3527","Batch1","Group1",55405.3365018385
"Cell3528","Cell3528","Batch1","Group2",64244.3846563769
"Cell3529","Cell3529","Batch1","Group2",52539.8610202471
"Cell3530","Cell3530","Batch1","Group2",57705.4648681851
"Cell3531","Cell3531","Batch1","Group1",73563.9005006699
"Cell3532","Cell3532","Batch1","Group1",44692.0881704971
"Cell3533","Cell3533","Batch1","Group1",52902.0545422435
"Cell3534","Cell3534","Batch1","Group1",65567.0908361105
"Cell3535","Cell3535","Batch1","Group2",59159.371338885
"Cell3536","Cell3536","Batch1","Group2",81706.8317938926
"Cell3537","Cell3537","Batch1","Group2",50738.2463885568
"Cell3538","Cell3538","Batch1","Group2",55454.9003789808
"Cell3539","Cell3539","Batch1","Group1",52603.2171115419
"Cell3540","Cell3540","Batch1","Group1",38898.0946223795
"Cell3541","Cell3541","Batch1","Group2",73738.9627815602
"Cell3542","Cell3542","Batch1","Group1",84996.2698492765
"Cell3543","Cell3543","Batch1","Group2",92633.9777503981
"Cell3544","Cell3544","Batch1","Group1",69872.900656427
"Cell3545","Cell3545","Batch1","Group1",72303.1595290031
"Cell3546","Cell3546","Batch1","Group2",55296.9798354644
"Cell3547","Cell3547","Batch1","Group2",78441.1789454559
"Cell3548","Cell3548","Batch1","Group1",85482.5110209769
"Cell3549","Cell3549","Batch1","Group2",51384.1544848989
"Cell3550","Cell3550","Batch1","Group1",58145.7711029531
"Cell3551","Cell3551","Batch1","Group2",53667.1683245085
"Cell3552","Cell3552","Batch1","Group2",57153.427461262
"Cell3553","Cell3553","Batch1","Group1",57278.605040666
"Cell3554","Cell3554","Batch1","Group2",53060.9750809161
"Cell3555","Cell3555","Batch1","Group2",65790.1216025724
"Cell3556","Cell3556","Batch1","Group1",75120.8481044135
"Cell3557","Cell3557","Batch1","Group1",70361.2172965517
"Cell3558","Cell3558","Batch1","Group2",58231.5871615975
"Cell3559","Cell3559","Batch1","Group2",86337.5333783939
"Cell3560","Cell3560","Batch1","Group2",76068.1810981452
"Cell3561","Cell3561","Batch1","Group2",78112.8879236491
"Cell3562","Cell3562","Batch1","Group1",55914.6776564107
"Cell3563","Cell3563","Batch1","Group2",50151.0295975049
"Cell3564","Cell3564","Batch1","Group1",94259.6881957515
"Cell3565","Cell3565","Batch1","Group2",36728.7112060895
"Cell3566","Cell3566","Batch1","Group2",50161.6531381177
"Cell3567","Cell3567","Batch1","Group2",67486.0532397489
"Cell3568","Cell3568","Batch1","Group2",54077.7083175186
"Cell3569","Cell3569","Batch1","Group1",61018.9205621795
"Cell3570","Cell3570","Batch1","Group1",70278.5748635434
"Cell3571","Cell3571","Batch1","Group2",57696.2900304869
"Cell3572","Cell3572","Batch1","Group2",63655.803481314
"Cell3573","Cell3573","Batch1","Group2",74120.7808820314
"Cell3574","Cell3574","Batch1","Group2",46649.8021070355
"Cell3575","Cell3575","Batch1","Group2",83467.7682160537
"Cell3576","Cell3576","Batch1","Group2",72020.8812619862
"Cell3577","Cell3577","Batch1","Group2",49334.8944906696
"Cell3578","Cell3578","Batch1","Group1",71363.5671293236
"Cell3579","Cell3579","Batch1","Group1",51670.4648168965
"Cell3580","Cell3580","Batch1","Group1",49765.7792667246
"Cell3581","Cell3581","Batch1","Group2",49946.7705236845
"Cell3582","Cell3582","Batch1","Group1",36391.1752807689
"Cell3583","Cell3583","Batch1","Group2",54565.7327951358
"Cell3584","Cell3584","Batch1","Group1",46532.9105719127
"Cell3585","Cell3585","Batch1","Group2",52658.5469531243
"Cell3586","Cell3586","Batch1","Group1",41795.6540351136
"Cell3587","Cell3587","Batch1","Group1",57921.5909603359
"Cell3588","Cell3588","Batch1","Group2",70821.516192387
"Cell3589","Cell3589","Batch1","Group2",75440.0183674843
"Cell3590","Cell3590","Batch1","Group2",57433.6707355586
"Cell3591","Cell3591","Batch1","Group2",56227.2703771116
"Cell3592","Cell3592","Batch1","Group2",60896.7772676033
"Cell3593","Cell3593","Batch1","Group1",52679.0568813563
"Cell3594","Cell3594","Batch1","Group1",48584.7439630054
"Cell3595","Cell3595","Batch1","Group2",58147.8380032347
"Cell3596","Cell3596","Batch1","Group2",67352.4305585411
"Cell3597","Cell3597","Batch1","Group2",67640.4155069743
"Cell3598","Cell3598","Batch1","Group2",73421.2220306436
"Cell3599","Cell3599","Batch1","Group1",54449.0613710124
"Cell3600","Cell3600","Batch1","Group1",58930.8180712371
"Cell3601","Cell3601","Batch1","Group2",59857.2852883152
"Cell3602","Cell3602","Batch1","Group1",56228.6542564587
"Cell3603","Cell3603","Batch1","Group2",53325.3342778229
"Cell3604","Cell3604","Batch1","Group1",52799.9840686964
"Cell3605","Cell3605","Batch1","Group1",51456.4511150941
"Cell3606","Cell3606","Batch1","Group2",63868.3327434136
"Cell3607","Cell3607","Batch1","Group1",74268.5296861998
"Cell3608","Cell3608","Batch1","Group2",85178.6615265485
"Cell3609","Cell3609","Batch1","Group1",68364.9783918673
"Cell3610","Cell3610","Batch1","Group1",60346.5557669501
"Cell3611","Cell3611","Batch1","Group2",53056.7309702246
"Cell3612","Cell3612","Batch1","Group2",55091.8788426486
"Cell3613","Cell3613","Batch1","Group1",52729.251788784
"Cell3614","Cell3614","Batch1","Group2",51307.9931167884
"Cell3615","Cell3615","Batch1","Group2",49409.4598272246
"Cell3616","Cell3616","Batch1","Group1",67859.729292215
"Cell3617","Cell3617","Batch1","Group2",72517.7298370701
"Cell3618","Cell3618","Batch1","Group1",69629.0895346236
"Cell3619","Cell3619","Batch1","Group2",38985.2329171724
"Cell3620","Cell3620","Batch1","Group1",97112.4802300179
"Cell3621","Cell3621","Batch1","Group1",63053.2698761899
"Cell3622","Cell3622","Batch1","Group1",98249.5043214709
"Cell3623","Cell3623","Batch1","Group1",44421.7772072542
"Cell3624","Cell3624","Batch1","Group2",37305.8067966903
"Cell3625","Cell3625","Batch1","Group2",48083.4467635959
"Cell3626","Cell3626","Batch1","Group1",52736.9918433263
"Cell3627","Cell3627","Batch1","Group1",67893.6406227652
"Cell3628","Cell3628","Batch1","Group1",52997.7625825637
"Cell3629","Cell3629","Batch1","Group1",41286.8450747151
"Cell3630","Cell3630","Batch1","Group2",55645.2315512128
"Cell3631","Cell3631","Batch1","Group1",61597.1809764477
"Cell3632","Cell3632","Batch1","Group2",65042.2610761534
"Cell3633","Cell3633","Batch1","Group2",60371.1395948017
"Cell3634","Cell3634","Batch1","Group1",51897.4772989703
"Cell3635","Cell3635","Batch1","Group2",64159.5140864314
"Cell3636","Cell3636","Batch1","Group2",66366.5124530696
"Cell3637","Cell3637","Batch1","Group1",57623.6076448482
"Cell3638","Cell3638","Batch1","Group2",67907.7969919389
"Cell3639","Cell3639","Batch1","Group2",57326.972120503
"Cell3640","Cell3640","Batch1","Group2",65241.3742287741
"Cell3641","Cell3641","Batch1","Group1",66418.3551981367
"Cell3642","Cell3642","Batch1","Group2",42565.3547976506
"Cell3643","Cell3643","Batch1","Group1",91545.2978445594
"Cell3644","Cell3644","Batch1","Group2",73575.9705272625
"Cell3645","Cell3645","Batch1","Group1",51784.2337435613
"Cell3646","Cell3646","Batch1","Group2",49201.0885885444
"Cell3647","Cell3647","Batch1","Group1",69004.201839541
"Cell3648","Cell3648","Batch1","Group1",52991.0256198392
"Cell3649","Cell3649","Batch1","Group2",72425.621048824
"Cell3650","Cell3650","Batch1","Group2",53626.3225238868
"Cell3651","Cell3651","Batch1","Group2",40988.3668098484
"Cell3652","Cell3652","Batch1","Group2",48057.9563489741
"Cell3653","Cell3653","Batch1","Group2",52757.570207405
"Cell3654","Cell3654","Batch1","Group1",43970.8127982597
"Cell3655","Cell3655","Batch1","Group2",62102.7165894326
"Cell3656","Cell3656","Batch1","Group1",67703.5135303715
"Cell3657","Cell3657","Batch1","Group1",53963.3213109816
"Cell3658","Cell3658","Batch1","Group2",50332.9206721952
"Cell3659","Cell3659","Batch1","Group2",74358.1113805441
"Cell3660","Cell3660","Batch1","Group2",66246.7088357185
"Cell3661","Cell3661","Batch1","Group2",43452.8471133614
"Cell3662","Cell3662","Batch1","Group2",58347.207918577
"Cell3663","Cell3663","Batch1","Group2",64907.4116280827
"Cell3664","Cell3664","Batch1","Group1",52483.3772612579
"Cell3665","Cell3665","Batch1","Group2",52966.0124260402
"Cell3666","Cell3666","Batch1","Group2",57340.3834919434
"Cell3667","Cell3667","Batch1","Group2",51051.2800359607
"Cell3668","Cell3668","Batch1","Group2",82443.1733473027
"Cell3669","Cell3669","Batch1","Group2",53018.8396812101
"Cell3670","Cell3670","Batch1","Group1",67144.5208653857
"Cell3671","Cell3671","Batch1","Group2",64030.8088327901
"Cell3672","Cell3672","Batch1","Group1",69522.7966720213
"Cell3673","Cell3673","Batch1","Group2",68920.266003135
"Cell3674","Cell3674","Batch1","Group2",64738.7816722962
"Cell3675","Cell3675","Batch1","Group2",54769.9615807034
"Cell3676","Cell3676","Batch1","Group2",48415.2360219482
"Cell3677","Cell3677","Batch1","Group1",49673.962786416
"Cell3678","Cell3678","Batch1","Group1",58408.9932206075
"Cell3679","Cell3679","Batch1","Group1",58183.0672496957
"Cell3680","Cell3680","Batch1","Group1",57095.703139224
"Cell3681","Cell3681","Batch1","Group1",58515.8298256789
"Cell3682","Cell3682","Batch1","Group2",62760.5712091042
"Cell3683","Cell3683","Batch1","Group2",47753.7546972611
"Cell3684","Cell3684","Batch1","Group1",54358.9681249489
"Cell3685","Cell3685","Batch1","Group2",57880.5907932345
"Cell3686","Cell3686","Batch1","Group2",65880.5691571985
"Cell3687","Cell3687","Batch1","Group2",53268.3343237838
"Cell3688","Cell3688","Batch1","Group1",55143.9412773452
"Cell3689","Cell3689","Batch1","Group2",60737.1555821636
"Cell3690","Cell3690","Batch1","Group2",58496.7800566622
"Cell3691","Cell3691","Batch1","Group1",40975.7456474312
"Cell3692","Cell3692","Batch1","Group2",66777.0443173982
"Cell3693","Cell3693","Batch1","Group1",65711.1011504291
"Cell3694","Cell3694","Batch1","Group2",50854.1491318137
"Cell3695","Cell3695","Batch1","Group2",64723.2607950594
"Cell3696","Cell3696","Batch1","Group1",66326.5095941269
"Cell3697","Cell3697","Batch1","Group2",64065.4685730401
"Cell3698","Cell3698","Batch1","Group2",65248.1563680722
"Cell3699","Cell3699","Batch1","Group1",62638.5903116508
"Cell3700","Cell3700","Batch1","Group2",51645.8948563148
"Cell3701","Cell3701","Batch1","Group2",58253.1264268781
"Cell3702","Cell3702","Batch1","Group2",58303.0186837646
"Cell3703","Cell3703","Batch1","Group1",35279.5154825558
"Cell3704","Cell3704","Batch1","Group1",46556.0127985815
"Cell3705","Cell3705","Batch1","Group2",50391.5727762623
"Cell3706","Cell3706","Batch1","Group1",81041.8359114825
"Cell3707","Cell3707","Batch1","Group2",69412.1273943557
"Cell3708","Cell3708","Batch1","Group1",36709.3883749927
"Cell3709","Cell3709","Batch1","Group1",58353.3075076477
"Cell3710","Cell3710","Batch1","Group2",51775.2288962925
"Cell3711","Cell3711","Batch1","Group2",55645.0749430735
"Cell3712","Cell3712","Batch1","Group2",35379.9526217535
"Cell3713","Cell3713","Batch1","Group1",67405.8307656091
"Cell3714","Cell3714","Batch1","Group1",54855.3404975153
"Cell3715","Cell3715","Batch1","Group1",60020.1956746309
"Cell3716","Cell3716","Batch1","Group1",52195.8202095369
"Cell3717","Cell3717","Batch1","Group2",63391.1802274434
"Cell3718","Cell3718","Batch1","Group2",78843.3955228078
"Cell3719","Cell3719","Batch1","Group1",50131.9463162101
"Cell3720","Cell3720","Batch1","Group1",50454.5280092123
"Cell3721","Cell3721","Batch1","Group2",39421.2775155069
"Cell3722","Cell3722","Batch1","Group1",56990.2466986103
"Cell3723","Cell3723","Batch1","Group1",53008.9188550659
"Cell3724","Cell3724","Batch1","Group1",72409.3525431177
"Cell3725","Cell3725","Batch1","Group2",59733.1774190393
"Cell3726","Cell3726","Batch1","Group2",79215.9448690701
"Cell3727","Cell3727","Batch1","Group2",50915.8178392875
"Cell3728","Cell3728","Batch1","Group2",63974.7074573
"Cell3729","Cell3729","Batch1","Group2",65957.3870094069
"Cell3730","Cell3730","Batch1","Group2",69823.4266930343
"Cell3731","Cell3731","Batch1","Group1",62294.9771186045
"Cell3732","Cell3732","Batch1","Group2",62822.7867777599
"Cell3733","Cell3733","Batch1","Group1",91611.9988007331
"Cell3734","Cell3734","Batch1","Group1",82961.3700469381
"Cell3735","Cell3735","Batch1","Group1",70098.8315298499
"Cell3736","Cell3736","Batch1","Group2",62690.1308595506
"Cell3737","Cell3737","Batch1","Group1",65275.8673211274
"Cell3738","Cell3738","Batch1","Group1",72810.5559170485
"Cell3739","Cell3739","Batch1","Group2",66117.971098576
"Cell3740","Cell3740","Batch1","Group2",46344.3301187041
"Cell3741","Cell3741","Batch1","Group2",54682.9688975245
"Cell3742","Cell3742","Batch1","Group2",75767.3296674235
"Cell3743","Cell3743","Batch1","Group2",66878.498715777
"Cell3744","Cell3744","Batch1","Group1",62555.2069616328
"Cell3745","Cell3745","Batch1","Group1",52497.2617598943
"Cell3746","Cell3746","Batch1","Group1",63127.4755922163
"Cell3747","Cell3747","Batch1","Group2",48935.3666188111
"Cell3748","Cell3748","Batch1","Group1",60934.8893596351
"Cell3749","Cell3749","Batch1","Group2",49871.5578726529
"Cell3750","Cell3750","Batch1","Group2",67668.0580151742
"Cell3751","Cell3751","Batch1","Group1",59792.4366800693
"Cell3752","Cell3752","Batch1","Group1",63178.7154563207
"Cell3753","Cell3753","Batch1","Group2",56865.7772395098
"Cell3754","Cell3754","Batch1","Group2",61262.0726330535
"Cell3755","Cell3755","Batch1","Group1",43592.1754994892
"Cell3756","Cell3756","Batch1","Group2",42969.7838311411
"Cell3757","Cell3757","Batch1","Group1",49743.5862263624
"Cell3758","Cell3758","Batch1","Group2",58424.8331563751
"Cell3759","Cell3759","Batch1","Group2",51801.7125148257
"Cell3760","Cell3760","Batch1","Group2",75419.480186701
"Cell3761","Cell3761","Batch1","Group1",67387.1352231929
"Cell3762","Cell3762","Batch1","Group2",48969.8042926489
"Cell3763","Cell3763","Batch1","Group2",46276.5792319716
"Cell3764","Cell3764","Batch1","Group1",79651.4084310625
"Cell3765","Cell3765","Batch1","Group1",50403.6522615973
"Cell3766","Cell3766","Batch1","Group2",57357.7867651172
"Cell3767","Cell3767","Batch1","Group2",42859.0972067567
"Cell3768","Cell3768","Batch1","Group1",52922.7707240973
"Cell3769","Cell3769","Batch1","Group2",68232.9660367247
"Cell3770","Cell3770","Batch1","Group2",69153.5721878181
"Cell3771","Cell3771","Batch1","Group2",53235.837555447
"Cell3772","Cell3772","Batch1","Group2",82944.0376294775
"Cell3773","Cell3773","Batch1","Group2",50434.524011195
"Cell3774","Cell3774","Batch1","Group2",44692.0097857865
"Cell3775","Cell3775","Batch1","Group1",61152.2090570792
"Cell3776","Cell3776","Batch1","Group2",59545.5573872051
